Image,Label
spectrogram_663.png,13
spectrogram_664.png,13
spectrogram_665.png,13
spectrogram_666.png,13
spectrogram_667.png,13
spectrogram_668.png,13
spectrogram_669.png,13
spectrogram_670.png,13
spectrogram_671.png,13
spectrogram_672.png,13
spectrogram_673.png,13
spectrogram_674.png,13
spectrogram_675.png,13
spectrogram_676.png,13
spectrogram_677.png,13
spectrogram_678.png,13
spectrogram_679.png,13
spectrogram_680.png,13
spectrogram_681.png,13
spectrogram_682.png,13
spectrogram_683.png,13
spectrogram_684.png,13
spectrogram_685.png,13
spectrogram_686.png,13
spectrogram_687.png,13
spectrogram_688.png,13
spectrogram_689.png,13
spectrogram_690.png,13
spectrogram_691.png,13
spectrogram_692.png,13
spectrogram_693.png,13
spectrogram_694.png,13
spectrogram_695.png,13
spectrogram_696.png,13
spectrogram_697.png,13
spectrogram_698.png,13
spectrogram_699.png,13
spectrogram_700.png,13
spectrogram_701.png,13
spectrogram_702.png,13
spectrogram_703.png,13
spectrogram_704.png,13
spectrogram_705.png,13
spectrogram_706.png,13
spectrogram_707.png,13
spectrogram_708.png,13
spectrogram_709.png,13
spectrogram_710.png,13
spectrogram_711.png,13
spectrogram_712.png,13
spectrogram_713.png,13
spectrogram_714.png,13
spectrogram_715.png,13
spectrogram_716.png,14
spectrogram_717.png,14
spectrogram_718.png,14
spectrogram_719.png,14
spectrogram_720.png,14
spectrogram_721.png,14
spectrogram_722.png,14
spectrogram_723.png,14
spectrogram_724.png,14
spectrogram_725.png,14
spectrogram_726.png,14
spectrogram_727.png,14
spectrogram_728.png,14
spectrogram_729.png,14
spectrogram_730.png,14
spectrogram_731.png,14
spectrogram_732.png,14
spectrogram_733.png,14
spectrogram_734.png,14
spectrogram_735.png,14
spectrogram_736.png,14
spectrogram_737.png,14
spectrogram_738.png,14
spectrogram_739.png,14
spectrogram_740.png,14
spectrogram_741.png,15
spectrogram_742.png,15
spectrogram_743.png,15
spectrogram_744.png,15
spectrogram_745.png,15
spectrogram_746.png,15
spectrogram_747.png,15
spectrogram_748.png,15
spectrogram_749.png,15
spectrogram_750.png,15
spectrogram_751.png,15
spectrogram_752.png,15
spectrogram_753.png,15
spectrogram_754.png,15
spectrogram_755.png,15
spectrogram_756.png,15
spectrogram_757.png,15
spectrogram_758.png,15
spectrogram_759.png,15
spectrogram_760.png,15
spectrogram_761.png,15
spectrogram_762.png,15
spectrogram_763.png,15
spectrogram_764.png,15
spectrogram_765.png,15
spectrogram_766.png,15
spectrogram_767.png,15
spectrogram_768.png,15
spectrogram_769.png,15
spectrogram_770.png,15
spectrogram_771.png,16
spectrogram_772.png,16
spectrogram_773.png,16
spectrogram_774.png,16
spectrogram_775.png,16
spectrogram_776.png,16
spectrogram_777.png,16
spectrogram_778.png,16
spectrogram_779.png,16
spectrogram_780.png,16
spectrogram_781.png,16
spectrogram_782.png,16
spectrogram_783.png,16
spectrogram_784.png,16
spectrogram_785.png,16
spectrogram_786.png,16
spectrogram_787.png,16
spectrogram_788.png,16
spectrogram_789.png,16
spectrogram_790.png,16
spectrogram_791.png,16
spectrogram_792.png,16
spectrogram_793.png,16
spectrogram_794.png,16
spectrogram_795.png,16
spectrogram_796.png,16
spectrogram_797.png,16
spectrogram_798.png,16
spectrogram_799.png,16
spectrogram_800.png,16
spectrogram_801.png,16
spectrogram_802.png,16
spectrogram_803.png,16
spectrogram_804.png,16
spectrogram_805.png,16
spectrogram_806.png,16
spectrogram_807.png,16
spectrogram_808.png,16
spectrogram_809.png,16
spectrogram_810.png,16
spectrogram_811.png,16
spectrogram_812.png,16
spectrogram_813.png,16
spectrogram_814.png,16
spectrogram_815.png,16
spectrogram_816.png,17
spectrogram_817.png,17
spectrogram_818.png,17
spectrogram_819.png,17
spectrogram_820.png,17
spectrogram_821.png,17
spectrogram_822.png,17
spectrogram_823.png,17
spectrogram_824.png,17
spectrogram_825.png,17
spectrogram_826.png,17
spectrogram_827.png,17
spectrogram_828.png,17
spectrogram_829.png,17
spectrogram_830.png,17
spectrogram_831.png,17
spectrogram_832.png,17
spectrogram_833.png,17
spectrogram_834.png,17
spectrogram_835.png,17
spectrogram_836.png,17
spectrogram_837.png,17
spectrogram_838.png,17
spectrogram_839.png,17
spectrogram_840.png,17
spectrogram_841.png,17
spectrogram_842.png,17
spectrogram_843.png,17
spectrogram_844.png,17
spectrogram_845.png,17
spectrogram_846.png,17
spectrogram_847.png,17
spectrogram_848.png,17
spectrogram_849.png,17
spectrogram_850.png,17
spectrogram_851.png,17
spectrogram_852.png,17
spectrogram_853.png,17
spectrogram_854.png,17
spectrogram_855.png,17
spectrogram_856.png,17
spectrogram_857.png,17
spectrogram_858.png,17
spectrogram_859.png,18
spectrogram_860.png,18
spectrogram_861.png,18
spectrogram_862.png,18
spectrogram_863.png,18
spectrogram_864.png,18
spectrogram_865.png,18
spectrogram_866.png,18
spectrogram_867.png,18
spectrogram_868.png,18
spectrogram_869.png,18
spectrogram_870.png,18
spectrogram_871.png,19
spectrogram_872.png,19
spectrogram_873.png,19
spectrogram_874.png,19
spectrogram_875.png,19
spectrogram_876.png,19
spectrogram_877.png,19
spectrogram_878.png,19
spectrogram_879.png,19
spectrogram_880.png,19
spectrogram_881.png,19
spectrogram_882.png,19
spectrogram_883.png,19
spectrogram_884.png,19
spectrogram_885.png,19
spectrogram_886.png,19
spectrogram_887.png,19
spectrogram_888.png,19
spectrogram_889.png,19
spectrogram_890.png,19
spectrogram_891.png,19
spectrogram_892.png,19
spectrogram_893.png,19
spectrogram_894.png,19
spectrogram_895.png,20
spectrogram_896.png,20
spectrogram_897.png,20
spectrogram_898.png,20
spectrogram_899.png,20
spectrogram_900.png,20
spectrogram_901.png,20
spectrogram_902.png,20
spectrogram_903.png,20
spectrogram_904.png,20
spectrogram_905.png,20
spectrogram_906.png,20
spectrogram_907.png,20
spectrogram_908.png,20
spectrogram_909.png,20
spectrogram_910.png,20
spectrogram_911.png,20
spectrogram_912.png,20
spectrogram_913.png,20
spectrogram_914.png,20
spectrogram_915.png,20
spectrogram_916.png,20
spectrogram_917.png,20
spectrogram_918.png,20
spectrogram_919.png,20
spectrogram_920.png,20
spectrogram_921.png,20
spectrogram_922.png,20
spectrogram_923.png,20
spectrogram_924.png,20
spectrogram_925.png,20
spectrogram_926.png,20
spectrogram_927.png,20
spectrogram_928.png,20
spectrogram_929.png,20
spectrogram_930.png,20
spectrogram_931.png,20
spectrogram_932.png,20
spectrogram_933.png,20
spectrogram_934.png,20
spectrogram_935.png,20
spectrogram_936.png,20
spectrogram_937.png,20
spectrogram_938.png,20
spectrogram_939.png,20
spectrogram_940.png,20
spectrogram_941.png,20
spectrogram_942.png,20
spectrogram_943.png,20
spectrogram_944.png,20
spectrogram_945.png,20
spectrogram_946.png,20
spectrogram_947.png,20
spectrogram_948.png,20
spectrogram_949.png,20
spectrogram_950.png,20
spectrogram_951.png,20
spectrogram_952.png,20
spectrogram_953.png,20
spectrogram_954.png,20
spectrogram_955.png,20
spectrogram_956.png,20
spectrogram_957.png,20
spectrogram_958.png,20
spectrogram_959.png,20
spectrogram_960.png,20
spectrogram_961.png,20
spectrogram_962.png,20
spectrogram_963.png,20
spectrogram_964.png,20
spectrogram_965.png,20
spectrogram_966.png,20
spectrogram_967.png,20
spectrogram_968.png,20
spectrogram_969.png,20
spectrogram_970.png,20
spectrogram_971.png,20
spectrogram_972.png,20
spectrogram_973.png,20
spectrogram_974.png,20
spectrogram_975.png,20
spectrogram_976.png,20
spectrogram_977.png,20
spectrogram_978.png,20
spectrogram_979.png,20
spectrogram_980.png,20
spectrogram_981.png,20
spectrogram_982.png,20
spectrogram_983.png,20
spectrogram_984.png,20
spectrogram_985.png,20
spectrogram_986.png,20
spectrogram_987.png,20
spectrogram_988.png,20
spectrogram_989.png,20
spectrogram_990.png,20
spectrogram_991.png,20
spectrogram_992.png,20
spectrogram_993.png,20
spectrogram_994.png,20
spectrogram_995.png,20
spectrogram_996.png,20
spectrogram_997.png,20
spectrogram_998.png,20
spectrogram_999.png,20
spectrogram_1000.png,20
spectrogram_1001.png,20
spectrogram_1002.png,20
spectrogram_1003.png,20
spectrogram_1004.png,20
spectrogram_1005.png,20
spectrogram_1006.png,20
spectrogram_1007.png,20
spectrogram_1008.png,20
spectrogram_1009.png,20
spectrogram_1010.png,20
spectrogram_1011.png,20
spectrogram_1012.png,20
spectrogram_1013.png,20
spectrogram_1014.png,20
spectrogram_1015.png,20
spectrogram_1016.png,20
spectrogram_1017.png,20
spectrogram_1018.png,20
spectrogram_1019.png,20
spectrogram_1020.png,20
spectrogram_1021.png,20
spectrogram_1022.png,20
spectrogram_1023.png,20
spectrogram_1024.png,20
spectrogram_1025.png,20
spectrogram_1026.png,20
spectrogram_1027.png,20
spectrogram_1028.png,20
spectrogram_1029.png,20
spectrogram_1030.png,20
spectrogram_1031.png,20
spectrogram_1032.png,20
spectrogram_1033.png,20
spectrogram_1034.png,20
spectrogram_1035.png,20
spectrogram_1036.png,20
spectrogram_1037.png,20
spectrogram_1038.png,20
spectrogram_1039.png,20
spectrogram_1040.png,20
spectrogram_1041.png,20
spectrogram_1042.png,20
spectrogram_1043.png,20
spectrogram_1044.png,20
spectrogram_1045.png,20
spectrogram_1046.png,20
spectrogram_1047.png,20
spectrogram_1048.png,20
spectrogram_1049.png,20
spectrogram_1050.png,20
spectrogram_1051.png,20
spectrogram_1052.png,20
spectrogram_1053.png,20
spectrogram_1054.png,20
spectrogram_1055.png,20
spectrogram_1056.png,20
spectrogram_1057.png,20
spectrogram_1058.png,20
spectrogram_1059.png,20
spectrogram_1060.png,20
spectrogram_1061.png,20
spectrogram_1062.png,20
spectrogram_1063.png,20
spectrogram_1064.png,20
spectrogram_1065.png,20
spectrogram_1066.png,20
spectrogram_1067.png,20
spectrogram_1068.png,20
spectrogram_1069.png,20
spectrogram_1070.png,20
spectrogram_1071.png,20
spectrogram_1072.png,20
spectrogram_1073.png,20
spectrogram_1074.png,20
spectrogram_1075.png,20
spectrogram_1076.png,20
spectrogram_1077.png,20
spectrogram_1078.png,20
spectrogram_1079.png,20
spectrogram_1080.png,20
spectrogram_1081.png,20
spectrogram_1082.png,20
spectrogram_1083.png,20
spectrogram_1084.png,20
spectrogram_1085.png,20
spectrogram_1086.png,20
spectrogram_1087.png,20
spectrogram_1088.png,20
spectrogram_1089.png,20
spectrogram_1090.png,20
spectrogram_1091.png,20
spectrogram_1092.png,20
spectrogram_1093.png,20
spectrogram_1094.png,20
spectrogram_1095.png,20
spectrogram_1096.png,20
spectrogram_1097.png,20
spectrogram_1098.png,20
spectrogram_1099.png,20
spectrogram_1100.png,20
spectrogram_1101.png,20
spectrogram_1102.png,20
spectrogram_1103.png,20
spectrogram_1104.png,20
spectrogram_1105.png,20
spectrogram_1106.png,20
spectrogram_1107.png,20
spectrogram_1108.png,20
spectrogram_1109.png,20
spectrogram_1110.png,20
spectrogram_1111.png,20
spectrogram_1112.png,20
spectrogram_1113.png,20
spectrogram_1114.png,20
spectrogram_1115.png,20
spectrogram_1116.png,20
spectrogram_1117.png,20
spectrogram_1118.png,20
spectrogram_1119.png,20
spectrogram_1120.png,20
spectrogram_1121.png,20
spectrogram_1122.png,20
spectrogram_1123.png,20
spectrogram_1124.png,20
spectrogram_1125.png,20
spectrogram_1126.png,20
spectrogram_1127.png,20
spectrogram_1128.png,20
spectrogram_1129.png,20
spectrogram_1130.png,20
spectrogram_1131.png,20
spectrogram_1132.png,20
spectrogram_1133.png,20
spectrogram_1134.png,20
spectrogram_1135.png,20
spectrogram_1136.png,20
spectrogram_1137.png,20
spectrogram_1138.png,20
spectrogram_1139.png,20
spectrogram_1140.png,20
spectrogram_1141.png,20
spectrogram_1142.png,20
spectrogram_1143.png,20
spectrogram_1144.png,20
spectrogram_1145.png,20
spectrogram_1146.png,20
spectrogram_1147.png,20
spectrogram_1148.png,20
spectrogram_1149.png,20
spectrogram_1150.png,20
spectrogram_1151.png,20
